MembershipTypeName_Financial,PurchaseDate1,Textbox2,NetPricePaid,AvgNetPricePaid,PromotionCodeCount,Textbox3,Textbox42,Textbox43,Textbox44,Textbox4,Textbox37,Textbox38,Textbox39
Annual Membership,2018-04-13,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-04-15,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-04-16,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-04-18,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-04-19,1,0.00,0.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-04-20,2,99.00,49.50,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-04-23,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-04-24,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-04-25,1,66.00,66.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-04-27,1,66.00,66.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-04-28,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-01,3,297.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-02,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-03,3,297.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-04,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-05,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-06,1,66.00,66.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-07,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-10,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-11,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-12,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-14,2,165.00,82.50,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-16,3,297.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-17,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-24,2,99.00,49.50,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-25,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-26,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-29,1,65.00,65.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-30,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-05-31,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-01,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-02,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-03,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-04,3,0.00,0.00,3,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-06,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-07,2,99.00,49.50,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-10,1,66.00,66.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-11,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-14,6,594.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-16,3,297.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-17,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-18,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-19,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-20,2,0.00,0.00,2,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-23,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-27,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-06-28,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-07-02,1,66.00,66.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-07-03,3,99.00,33.00,2,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-07-05,1,0.00,0.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-07-10,1,0.00,0.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-07-11,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-07-12,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-07-16,3,297.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-07-18,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-07-21,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-07-22,1,0.00,0.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-07-23,1,0.00,0.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-07-25,2,99.00,49.50,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-07-27,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-01,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-02,2,153.50,76.75,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-03,2,99.00,49.50,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-08,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-09,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-10,1,66.00,66.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-11,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-13,2,99.00,49.50,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-14,3,99.00,33.00,2,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-15,4,381.00,95.25,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-16,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-19,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-21,2,99.00,49.50,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-22,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-24,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-26,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-27,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-08-28,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-09-01,3,198.00,66.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-09-02,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-09-04,1,0.00,0.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-09-05,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-09-06,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-09-07,2,99.00,49.50,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-09-10,3,99.00,33.00,2,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-09-12,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-09-13,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-09-17,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-09-27,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-09-29,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-01,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-03,1,66.00,66.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-04,3,297.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-05,4,363.00,90.75,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-06,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-07,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-09,1,0.00,0.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-10,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-13,1,0.00,0.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-14,2,0.00,0.00,2,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-15,3,99.00,33.00,2,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-16,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-17,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-18,2,0.00,0.00,2,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-20,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-22,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-28,2,148.50,74.25,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-29,1,0.00,0.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-10-30,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-01,2,99.00,49.50,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-02,2,0.00,0.00,2,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-03,3,99.00,33.00,2,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-05,3,0.00,0.00,3,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-06,1,0.00,0.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-08,3,99.00,33.00,2,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-11,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-12,1,34.00,34.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-14,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-18,2,99.00,49.50,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-22,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-24,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-27,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-11-30,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-12-05,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-12-06,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-12-07,1,0.00,0.00,1,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-12-08,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-12-17,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-12-18,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-12-19,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-12-21,2,198.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Annual Membership,2018-12-26,1,99.00,99.00,0,274,"21,519.00",78.54,67,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-07-17,1,45.00,45.00,0,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-07-18,2,70.00,35.00,1,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-07-19,1,25.00,25.00,1,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-07-23,1,25.00,25.00,1,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-07-24,1,25.00,25.00,1,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-07-25,2,50.00,25.00,2,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-07-29,2,70.00,35.00,1,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-07-30,3,95.00,31.67,2,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-07-31,4,100.00,25.00,4,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-01,4,100.00,25.00,4,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-02,6,170.00,28.33,5,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-03,3,95.00,31.67,2,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-04,5,125.00,25.00,5,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-05,1,25.00,25.00,1,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-06,1,25.00,25.00,1,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-07,6,150.00,25.00,6,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-09,3,75.00,25.00,3,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-10,4,120.00,30.00,3,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-12,3,95.00,31.67,2,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-13,3,75.00,25.00,3,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-14,2,50.00,25.00,2,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-15,3,75.00,25.00,3,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-16,4,120.00,30.00,3,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-17,6,150.00,25.00,6,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-18,4,100.00,25.00,4,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-19,7,175.00,25.00,7,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-20,15,415.00,27.67,13,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-21,11,335.00,30.45,8,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-22,2,50.00,25.00,2,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-23,5,145.00,29.00,4,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-24,5,125.00,25.00,5,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-25,2,50.00,25.00,2,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-26,5,125.00,25.00,5,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-27,5,145.00,29.00,4,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-28,4,160.00,40.00,1,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-29,3,75.00,25.00,3,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-30,3,75.00,25.00,3,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-08-31,3,95.00,31.67,2,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-09-01,4,90.00,22.50,4,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-09-02,3,60.00,20.00,3,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-09-03,1,45.00,45.00,0,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-09-04,3,85.00,28.33,2,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
Fall Student/Staff Membership,2018-09-05,5,125.00,25.00,4,311,"6,975.00",22.43,273,118525,"466,974.66",3.94,"1,493"
